location_id,user_id,address,latitude,longitude,elevation,aspect,slope_deg,soil_type,sunlight_hours,hardiness_zone,is_verified
312258b3-234e-49e8-b748-89810c479d6b,0a59c5e9-380a-470b-97b0-2e8e852f34d0,"37, chemin Loiseau, 58143 Barreboeuf",-34.378041,150.091779,727.0,northwest,43.6,moist acidic,10.3,9,False
d84a5d79-ebd4-4806-baa1-7eab02e90dd2,a7880065-5ee4-4a33-bc1e-0b1720f8c95c,香川県調布市二つ室30丁目12番8号 北青山シャルム357,63.879437,-101.931872,,southwest,,moist well-drained,6.7,2,False
f7f331db-3c30-40f9-aa43-ebe73b962413,a7880065-5ee4-4a33-bc1e-0b1720f8c95c,"H.No. 40, Shan Nagar, Amaravati 678715",64.13813,-102.412021,826.0,southwest,44.5,moist acidic,4.9,2,False
8d7a3432-a9ec-4d17-b52b-4789eac393ab,350ff087-111d-4f75-856a-18c078df5c53,,55.754266,37.104956,2920.0,east,36.6,well-drained acidic,11.4,4,False
0c612c92-91c3-4386-8901-1cc05ad70d61,ed3120b7-4b56-49cb-8fff-6b6840df1ed0,"Lagoa de Monteiro, 60, Barro Preto, 97557565 Guerra / AC",-38.90175,-10.200777,2479.0,southwest,,wet,10.0,8,False
354abe3f-160b-475d-b5bf-a5b52b3ac912,51cfdae0-9920-4c29-9f15-ac2ca9f07ad2,"33/00, Soman Street, Sambhal 085435",-26.58514,26.701106,2736.0,east,35.6,rocky well-drained,6.5,9,True
814e29aa-02a3-4882-9469-9b42d52b2e6c,51cfdae0-9920-4c29-9f15-ac2ca9f07ad2,"9695 Erin Causeway, Corychester, IA 65699",-25.625831,26.001191,664.0,flat,26.1,deep well-drained,7.3,8,True
43e3d55c-2d6e-4653-8f7b-5296319ae153,e9e898d9-9b36-459e-8ad2-dce1a27ea886,,40.507306,117.765968,971.0,east,19.3,well-drained,6.6,7,False
54b5f66a-072c-43b6-b043-997f72a75dc8,79c4ef31-c7e0-4eab-ba1d-c1c4e92ae8b8,"Alameda Rosa Calderon 45, Baleares, 15650",-45.276671,-42.065106,2717.0,flat,,clay well-drained,11.6,4,False
8a284ebd-41fd-45ae-80e6-f66eac16eec1,79c4ef31-c7e0-4eab-ba1d-c1c4e92ae8b8,"Avenida da Paz, Maria Virgínia, 43496-495 Machado / MA",-44.885885,-41.112679,128.0,northeast,3.0,rocky alkaline,6.7,8,False
635aa75e-3b23-48d0-9396-ad632bca2554,150d0aaa-3a50-4a11-a483-42f3b1836326,"78, boulevard Marthe Chevallier, 70269 Boulay",2.213769,167.605355,2853.0,west,7.4,deep well-drained,8.4,10,False
3e5c8c5b-7237-401c-a955-8b84c02fec8e,150d0aaa-3a50-4a11-a483-42f3b1836326,,2.141004,166.807646,1056.0,north,44.3,moist alkaline,4.6,10,False
d3b67940-21fc-40ed-91dd-320c214bab08,150d0aaa-3a50-4a11-a483-42f3b1836326,"H.No. 04, Mammen, Nangloi Jat 656670",1.194654,167.860133,1982.0,southeast,39.8,sandy well-drained,5.5,10,True
128f380e-c0d3-48c5-86f0-fe3344d85cee,87ba11d0-cdba-4693-ac35-bead810f5f76,山口県府中市浅草橋3丁目1番7号,-15.345673,-53.494189,,northwest,8.7,rocky well-drained,6.3,12,True
694d1958-1c46-458d-bd1a-9f7849ae8dfc,49876c3d-4f71-40e4-a580-5f4e66e7af31,"552, Datta Chowk, Ghaziabad-090860",-36.69285,-89.10614,118.0,northwest,27.5,adaptable,7.2,8,False
0bd11709-6625-408a-942e-6913f9cd3b3c,1930b446-70e0-4699-ae72-5b08303182a2,,27.616248,-150.76163,2801.0,flat,31.3,moist well-drained,11.1,9,False
e60f3a84-125a-4c0d-a74f-f27a6df8da3c,34e9ab7e-eca7-497e-bcd0-4eccb42f537d,"Level 7 529 Brown Little, Thomastown, TAS, 5339",9.824185,-11.392219,,north,,sandy loam,11.4,12,False
d37e06d4-56c3-4819-b9d8-a7bd2e693c69,d64d7052-1977-4003-aa02-23df039c25b6,,13.883481,133.680854,,north,42.2,deep well-drained,7.6,11,False
bfaccdc6-baa0-4b2b-ab07-ff2abbcfa608,fff5df2d-e046-4f5b-8679-87f980026b8c,"Cañada Wilfredo Palacio 45, Guadalajara, 46417",-27.413146,-21.793884,2508.0,east,15.8,rocky alkaline,10.6,10,True
5b48da68-fb97-4ea8-bc22-f9095edd78da,fff5df2d-e046-4f5b-8679-87f980026b8c,,-27.721324,-22.404098,,north,19.4,well-drained,7.6,9,True
ebbd8537-a858-41c6-896b-11924329d7e2,c049849f-2828-4eea-aa39-97ed31372916,奈良県多摩市高田馬場38丁目18番10号 豊町パレス147,-54.550824,-130.510237,,flat,29.3,sandy well-drained,6.1,6,False
11a11c70-9850-4d68-80a5-290743f52b1b,c049849f-2828-4eea-aa39-97ed31372916,,-54.897026,-131.376607,,west,26.8,moist alkaline,9.7,6,False
e71f3d9d-e07c-4659-bf09-ba9b42b786fa,f99fb3d2-ab6d-49ad-8172-3318801836db,,6.162688,-112.69889,417.0,flat,,wet,5.1,11,False
f5ada131-b244-433a-8d88-2113b8df8043,674391f8-8038-4afb-88c5-a5d3d01f270e,"63/158, Sharaf Marg, Mathura-513760",39.340461,74.017869,2083.0,flat,,adaptable,11.6,6,False
2627ce63-f34e-4f2d-9020-d79ed3a4df63,674391f8-8038-4afb-88c5-a5d3d01f270e,"Núcleo Sales, Santa Efigênia, 52870-177 Vasconcelos / PA",38.914645,73.501271,2154.0,southeast,26.4,moist well-drained,10.6,8,False
79b7a8be-a12c-461f-b65a-811cee257f40,48a94c72-19cb-460d-9400-d2fe0c3a546d,,48.917533,3.599177,400.0,south,43.6,moist well-drained,10.8,5,True
f8f88e9e-3f10-4049-86ab-df380a058eea,48a94c72-19cb-460d-9400-d2fe0c3a546d,,48.20847,4.285855,402.0,north,9.4,well-drained,8.2,4,False
1cdc1137-52cd-4ee3-9df5-455d4e5921bb,48a94c72-19cb-460d-9400-d2fe0c3a546d,,47.922321,2.882064,,flat,10.5,well-drained,7.5,5,False
2a2fa81f-ff84-4996-bf42-4ff07f8f0ebd,09681b92-519d-418a-b6b1-aeace8c8e3e7,"980 Gonzalez Trafficway, Shannonmouth, OH 52186",55.011684,38.801246,1219.0,northeast,35.3,rocky well-drained,10.7,4,False
77b9a781-f969-4326-8d3d-43e4a09fa03f,09681b92-519d-418a-b6b1-aeace8c8e3e7,"Rodovia de Costela, 39, Flavio De Oliveira, 75862-246 Ferreira Paulista / MG",54.434035,37.840648,568.0,northeast,,sandy well-drained,8.2,5,False
911a21dd-72f8-4a64-87ee-ed6a4f253031,b138fa64-4c4c-4d39-8821-b9b9dd869244,"Krista-Patberg-Allee 37-80, 14042 Roding",26.964371,-48.809417,1187.0,southeast,18.7,clay well-drained,9.4,10,False
0b2f6f8d-f8cf-413c-9379-0d1e9e5a295c,b138fa64-4c4c-4d39-8821-b9b9dd869244,"Callejón Danilo Esteban 21, Barcelona, 51785",26.505688,-49.301895,2403.0,south,32.0,well-drained acidic,9.4,10,False
941fa909-0935-4e97-a5ed-b0e0a3ea7b9a,57f1dd7a-560f-47d6-8727-413fbd5e6e8c,"407, Sem Ganj, South Dumdum 012418",37.329232,140.641451,1388.0,north,32.4,sandy well-drained,11.6,8,False
3cf17774-2bc4-4c10-b97a-5a0f44f41d63,732043df-7c60-4790-a201-428f382e74ec,"Ebertring 22-97, 32595 Illertissen",-49.705065,17.459856,2359.0,northwest,32.4,sandy loam,10.1,6,False
ae77f3b4-f9a6-42c4-a93a-7c15d2ba0efa,732043df-7c60-4790-a201-428f382e74ec,,-49.861023,17.717398,1401.0,west,,clay well-drained,5.7,4,False
ed5b3acf-b959-4265-b495-5e31cd718d44,732043df-7c60-4790-a201-428f382e74ec,"Urbanización de Lina Bustamante 48, Baleares, 05039",-48.828707,18.010792,1344.0,west,,well-drained,7.1,4,False
c5bb1fb1-4cf3-407e-9cdd-52545b0413b4,e55bc5a2-b87a-446a-83a3-7cab07eefc97,"051 Ward State Highway, Masonside, SA, 2614",19.540004,73.191199,908.0,flat,36.5,sandy loam,9.1,12,True
b51a71db-3d93-458f-a160-065f7b4886b3,e55bc5a2-b87a-446a-83a3-7cab07eefc97,"Conjunto Pinto, 21, Braúnas, 57698839 Pereira / MS",19.845066,72.435449,909.0,southeast,,rocky well-drained,9.7,11,False
bd4da89e-1308-40fa-82f4-6feb5e91401b,e55bc5a2-b87a-446a-83a3-7cab07eefc97,,18.635054,74.07769,366.0,southwest,,clay well-drained,6.6,10,False
eb0d30ae-8bec-4e2f-a9dd-91cf7f85db1f,202c4106-e1b5-460c-858c-397b1ea2755f,,45.114089,142.958513,,north,38.4,moist acidic,4.9,6,False
d1b0fc75-707d-449f-b388-0968117c7eae,8a850ff5-7324-4261-ba0a-1a37c894413b,"H.No. 081, Soni Street, Udaipur-234393",-33.148188,-25.808852,1186.0,west,10.4,moist acidic,4.3,10,False
c1b2a2d5-f4d7-48d9-9f17-354e1af3b011,8cf3b0d8-4a01-4bbf-8267-c3121e577e37,"75/511, Yohannan Path, Udupi 393893",-31.143149,-100.314564,,southeast,25.3,clay well-drained,8.9,8,True
0a566b0d-f355-466a-b7ba-55094518b098,cc52fec3-e5b5-435d-a611-4e1815141f2d,"025 Garcia Loaf Suite 416, West Curtisport, MH 02375",-58.652183,-159.897773,,southeast,,well-drained,10.5,2,False
37131795-c567-4e27-95b6-fc0a811ddb15,d8adec55-30fd-4547-89f7-205a57583b3e,"Sölzerallee 70-16, 05900 Mallersdorf",56.148703,35.789248,1015.0,flat,3.8,well-drained,4.6,4,False
4c30424f-c6d2-4608-930c-b13284957be0,d8adec55-30fd-4547-89f7-205a57583b3e,"Pátio da Mata, 48, Confisco, 64263294 Silva / AL",56.178883,35.841673,996.0,flat,30.7,deep well-drained,5.4,3,True
feb996fa-af71-497f-ae14-181c19bfcb3d,06686ef8-80a0-426c-9cbd-bc03865f1662,,56.120643,35.006525,400.0,flat,40.3,moist alkaline,5.3,4,False
977a4426-5b40-4aa5-90c4-812c89202624,06686ef8-80a0-426c-9cbd-bc03865f1662,大阪府横浜市都筑区元浅草11丁目14番5号 アーバン無栗屋769,56.050353,34.668002,1720.0,north,16.1,deep well-drained,11.4,4,True
588cc248-fa77-4806-b388-507bd302139a,a12fe3f0-aaaf-49e6-ae46-22851fd96ccb,"H.No. 256, Bala Nagar, Maheshtala-517830",50.815208,-0.818268,,east,,well-drained acidic,5.1,4,True
25dc1dac-7179-4e58-905a-0ea8a3526f6b,a12fe3f0-aaaf-49e6-ae46-22851fd96ccb,,51.626655,-0.513346,2579.0,northwest,,moist acidic,7.0,4,False
df956511-7101-4a3e-8b7b-1a9b809bb3bc,c4819887-9ccd-491c-b952-604c4b374d76,石川県八千代市独鈷沢13丁目24番13号,-22.074354,-46.644334,199.0,northwest,24.4,well-drained acidic,9.2,12,True
7a17ccd0-4ec0-4b0e-99f2-c724de406d9f,ce3154ae-8423-434a-a13f-ec705bcf7a17,,32.835638,-163.571107,,west,,moist to wet,9.3,10,False
4339abe5-1655-47b5-8d04-a840787544ef,ce3154ae-8423-434a-a13f-ec705bcf7a17,"H.No. 466, Varma Road, Ichalkaranji-128565",33.508273,-163.612981,935.0,southwest,34.4,well-drained acidic,5.2,10,True
ce7930da-af05-481a-a922-861dd17638e2,0e2cd142-716b-4827-9df8-f41533dfbb9e,"Pátio Lima, 98, Brasil Industrial, 99314012 Leão / MT",-25.343302,176.969592,2054.0,west,,well-drained acidic,8.8,8,True
dca81f5b-c7ed-42d3-9603-b6cd87a9662e,8e2165aa-74a9-46e5-b1f5-e7b89a0a4e49,"Margrafstraße 30/61, 03959 Grimma",-4.544933,-58.474595,1710.0,east,,adaptable,5.0,10,False
31a869b6-11e1-4bf7-9806-d867ee547dff,8e2165aa-74a9-46e5-b1f5-e7b89a0a4e49,"5/053 Christopher Gardens, West John, ACT, 2697",-4.827953,-58.824053,1024.0,northeast,,moist to wet,8.6,11,False
e59a23da-67e3-464c-ba24-e0d5670e5945,4ed029f7-b25c-4d9e-8be3-83831c5a698e,"Acceso Maximiliano Carreño 92, Soria, 01114",8.243578,-32.819368,700.0,flat,5.3,moist to wet,8.7,11,True
2b80d96b-aeb3-4033-857a-6af859e18987,e634dff1-4f85-4ce5-94ea-1bb344006245,"Trevo Esther da Rosa, 565, Santa Amelia, 60946074 das Neves / TO",51.682144,0.497589,,northwest,8.2,moist well-drained,10.8,4,False
826b2ab3-e851-441b-b4ac-877118aae8a5,352f8dda-64df-41ef-91af-8593aebf0a8c,,-8.458474,-170.209405,1321.0,west,21.7,moist acidic,9.2,10,False
19ecbec8-7a7d-4284-a492-cee5fd773cc3,352f8dda-64df-41ef-91af-8593aebf0a8c,,-9.323554,-170.657537,2574.0,flat,,sandy loam,8.9,12,False
aec06ec7-b08c-45c9-bf0b-b874daf083b2,7a4a6434-5039-4f7d-b794-ce22dce5fc8e,"980 Ayala Fork, Krystalmouth, CT 67748",11.418038,154.38363,,southwest,41.7,rocky alkaline,9.4,10,False
f0a1e256-a6f8-4b75-b396-41eaf96ef397,7a4a6434-5039-4f7d-b794-ce22dce5fc8e,"Oestrovskyring 0, 50030 Zschopau",11.846691,155.11781,,northeast,42.7,well-drained acidic,8.0,12,False
cbb21866-821a-473a-87a0-a0c04529b6a5,7a4a6434-5039-4f7d-b794-ce22dce5fc8e,,11.243059,154.377102,,southeast,,clay well-drained,5.2,12,False
439889c4-5738-44ff-8d8d-2b3fd91893ab,1f9959ff-be84-4a56-a940-1288e902cf4a,,52.519646,-128.998733,,north,14.4,moist alkaline,9.7,5,True
6f50f8ff-df6f-475e-ad4c-740737a263d8,8497633c-6996-4b9e-8e7d-a19f35f2308a,"Schenkstraße 3-7, 71038 Prenzlau",-11.757512,-73.511018,1880.0,northeast,7.1,rocky well-drained,6.0,10,True
efdcc92d-00e2-48e6-a80d-759e2052aacf,8497633c-6996-4b9e-8e7d-a19f35f2308a,"Jardim Kevin das Neves, 51, Vila Barragem Santa Lúcia, 31358-930 Silveira / DF",-11.364229,-73.783091,889.0,west,24.0,well-drained acidic,5.4,11,True
2c368398-4111-438c-baa8-10fcb8f5e39f,d0b2128b-f1b0-4a41-8b2f-177bed718c9b,,-24.135773,-46.217992,987.0,southwest,,rocky well-drained,9.2,10,False
91ec559a-6503-4c05-86ff-93ba58e32c7c,9c380971-8684-4c69-907a-7f72242cb8c5,,50.771791,-72.682074,1558.0,east,14.6,adaptable,10.8,5,False
167f3121-bcd5-4d53-81d4-273f818d9f3c,9c380971-8684-4c69-907a-7f72242cb8c5,奈良県葛飾区大京町10丁目17番15号 パーク羽折町283,51.69157,-72.129467,1093.0,northeast,5.6,moist to wet,9.1,6,False
746e82d1-1f4d-44fc-be70-54334fbbaeaa,f5e54e90-f1ae-4232-8bb8-725f25d41aba,"Callejón Mauricio Bosch 70 Puerta 8 , Zamora, 14653",-14.932231,-133.353302,1635.0,northwest,31.7,moist well-drained,11.3,10,True
d4d19ab8-0e37-49da-9c39-9d2eeeb82d1f,9b8151a9-22f7-42ce-bffc-799d5ee31949,,-53.084114,-135.286338,,south,27.9,sandy well-drained,12.0,5,False
a6e57762-fb03-407b-b639-6813037cfb5a,9b8151a9-22f7-42ce-bffc-799d5ee31949,"Rua Fogaça, 51, Ermelinda, 01897-598 Mendonça das Pedras / ES",-53.072915,-134.794863,904.0,southeast,27.3,rocky well-drained,8.1,4,True
2b65e3f4-ef50-4a30-9b58-bab3517673bb,9b8151a9-22f7-42ce-bffc-799d5ee31949,,-53.184043,-135.085505,2767.0,east,4.7,well-drained acidic,9.2,4,True
ea64f214-1cda-4ab0-ac92-7c36369dbdb1,47406d00-0545-44c8-939e-2ce51db5e17b,"86/40, Muni Street, Munger-810570",-47.634681,-169.322257,831.0,northwest,25.5,adaptable,10.1,6,False
2d022611-0912-48a5-b26a-65044ddbe543,47406d00-0545-44c8-939e-2ce51db5e17b,,-47.360677,-169.721097,,east,31.0,rocky well-drained,11.2,6,False
6e58025c-5137-4603-9c79-0bae9f0625b1,82a83cf5-8dca-4022-98ab-b1ec99582644,,-23.410625,-46.404742,2318.0,south,31.6,moist to wet,11.8,8,False
8a015714-dbed-4e9f-8bdd-0b9283cab958,0c862f12-bbab-4eaa-b948-d8df4de74005,"Morro Costa, 233, Calafate, 93850-603 Silveira / PI",56.834546,38.792391,2939.0,southwest,7.7,moist to wet,7.6,3,True
1d695845-0b5f-4a0e-a8ab-feae6ecb0d76,eacea301-3a3e-4aab-8031-7044f12af1f5,"03 Heidi Amble, Port Alexandra, SA, 2638",41.459191,146.725004,1592.0,flat,29.3,moist to wet,8.8,6,False
b543da10-7a97-4df2-bfe2-ff4c82e93de8,92a5d9f5-3249-4310-9356-62e6853557a0,"Paseo de Eloy Valls 43 Piso 6 , La Rioja, 12321",42.156298,-125.480445,1723.0,east,32.0,clay well-drained,11.5,8,True
8822b4fc-3b3c-4f4d-b0ff-be4f83ab0497,7d3d1aae-440f-4920-9c33-9ade769beb4c,"Vial de Roberto Abella 4, Castellón, 37942",67.991891,-80.435554,2566.0,east,0.6,well-drained,9.5,1,False
7e2a3006-1628-4160-a827-244b934f17ca,7d3d1aae-440f-4920-9c33-9ade769beb4c,"9585 Adam Summit, Ricardoborough, LA 61134",67.455704,-81.098975,2672.0,northwest,,deep well-drained,5.6,2,True
80ba81d5-dd0f-4768-9bde-9a7b76b05891,7d3d1aae-440f-4920-9c33-9ade769beb4c,"Schmiedtplatz 4101, 39773 Worbis",68.490952,-81.360949,1141.0,southwest,4.4,clay well-drained,7.4,2,True
e7efd723-d95e-41d4-81cc-56459205dce5,85f3b8a7-35c1-4442-836d-1e68c46385f2,,-25.074865,-37.291131,2408.0,northwest,,sandy well-drained,8.7,8,False
71c2555e-5fd0-466f-8a41-6ef9e834dbd2,529a7620-c016-4194-8dcf-8b86029fb7b2,"H.No. 014, Kara Nagar, Fatehpur 301892",-23.356109,-46.711939,,southeast,14.3,deep well-drained,5.0,9,False
d512a9c4-8dd1-44d2-ac2a-c19e2dd8676b,c4525843-780a-431d-ba27-9a5716d40ba0,"32048 Conley Shoal Apt. 009, South Sheriburgh, NM 94762",30.060089,26.935559,96.0,northwest,17.2,moist well-drained,5.4,8,True
5112cd8e-a8f6-461d-ba75-3357841eb78d,671770b2-aed0-4d58-bd81-513a69afb0c3,"4, rue Auguste Ferreira, 71879 AubertBourg",41.701443,114.948762,1530.0,flat,34.6,moist well-drained,10.7,6,True
bf6786b5-37d6-4612-a7d4-e1b11165f073,0b0276a4-cba2-4c84-8b72-e3db5225ef13,福井県横浜市戸塚区台東3丁目8番10号 中三依コーポ201,56.71345,36.611799,2148.0,flat,6.0,moist alkaline,7.7,4,False
f2850fd2-fbd3-4425-a74c-ddb33652b376,c740bbbc-336d-4eb0-90ef-b3e3ee5e7865,"Sagerstr. 1-7, 80620 Meiningen",4.406452,97.704563,2295.0,west,1.3,moist well-drained,7.6,11,False
feadf782-9260-4a53-a46c-5a11c300ca0f,a5b9662f-6034-4315-a3a3-59a42d8dc291,,8.093653,-123.394433,2139.0,north,37.6,well-drained,9.3,12,False
967c7310-3adf-4d81-bae4-0cbc8d421a4d,a5b9662f-6034-4315-a3a3-59a42d8dc291,,7.267522,-123.491585,873.0,northwest,,rocky alkaline,4.4,11,False
63d31a6e-7093-4298-b0b5-c8465e2069cc,a5b9662f-6034-4315-a3a3-59a42d8dc291,"Ulrike-Hölzenbecher-Straße 62/62, 90487 Ludwigsburg",8.069013,-123.731023,2454.0,southeast,1.1,sandy well-drained,10.4,11,False
97cc64e7-9824-42c8-a07c-17b32d1c3f21,5d72a37a-6e27-46e4-a10c-3f15c3cd39cc,"Chácara Cassiano, 12, Vila Jardim Leblon, 57551-025 Abreu / AP",-1.465839,-149.896247,2694.0,north,19.2,moist alkaline,11.6,12,True
392f059c-d630-4507-8f92-6eb1102f52c2,5d72a37a-6e27-46e4-a10c-3f15c3cd39cc,"USNS Thompson, FPO AE 82443",-1.401075,-148.949428,1321.0,southwest,11.8,well-drained,8.8,10,True
701ad079-f822-405b-88de-6f3bccb7bc6c,4e6fceea-945d-4c70-8a73-bb93620ba3ed,,-18.785871,158.628161,313.0,northwest,18.4,moist acidic,5.2,11,False
1f3b4485-299a-4355-b599-ce0f6d449519,36dc9e1f-7f07-4b5b-a338-d2d60f8a9576,"Estrada da Rocha, 22, Vila Paris, 42733878 Silveira Verde / AM",-30.532836,105.192442,886.0,south,30.4,moist alkaline,11.3,8,False
4fa461d8-3162-4483-bef1-013880b19faf,ca326a03-2add-434d-8ffc-59a219beaa8b,"Flat 56 1 Cooper Trail, East Caseyland, NSW, 2975",44.093082,-4.385785,1003.0,south,43.0,rocky alkaline,4.7,6,True
af853998-c598-45ae-8359-24999c7521fa,ca326a03-2add-434d-8ffc-59a219beaa8b,"90379 John Cliff Apt. 438, West Dan, KS 04647",44.587465,-4.696703,,southeast,,clay well-drained,10.6,8,True
5741ac73-9bb0-4e4f-bf53-f07c07cd0405,5e52aa79-c42c-430a-a937-c08535a90f3e,"H.No. 98, Nair Chowk, Kota 347321",52.536569,-111.929873,201.0,northeast,11.0,moist to wet,6.8,6,False
2d9cb354-05bf-4d65-adca-8b38ff45663c,019057ee-70d1-4af3-ab67-9ccc7a9f2cf2,,-9.207008,96.857923,2024.0,northeast,29.7,clay well-drained,10.6,12,True
41d084c1-f138-4e34-81de-48df81f5c7b2,efbf88d9-3dcd-41a4-8eed-9f321b387e04,兵庫県西多摩郡檜原村南赤田7丁目13番5号,0.031563,-13.322428,,east,1.2,sandy well-drained,11.4,12,False
199ebd68-9048-459f-92fa-6ea83d81743b,efbf88d9-3dcd-41a4-8eed-9f321b387e04,"Plaza de Teófila Casado 51 Piso 3 , Huesca, 16139",0.638425,-13.123786,465.0,southeast,41.7,moist well-drained,10.5,12,False
1bb5d550-0d21-443c-9620-fa1aa6624c52,85ab0b00-3ab1-427b-9242-094e391086dd,,-24.44715,-45.361507,1269.0,northwest,17.8,rocky well-drained,7.3,8,True
2513ba74-f2da-4540-8700-ddd49bec5477,67c709d6-e241-4a80-979e-3b3f8d3b6144,"575 Tammy Rue, Port Michaelville, FL 68482",3.904699,-161.164468,1869.0,southwest,28.1,sandy loam,6.4,10,True
cc8794ea-827e-4b67-bdc3-782b96cbe397,67c709d6-e241-4a80-979e-3b3f8d3b6144,"8, boulevard Humbert, 47535 Guillon",3.128493,-161.273076,295.0,west,27.5,clay well-drained,7.4,10,False
15b0edb0-ab06-464c-83c3-0fb46e7e7bdf,6346b560-57a2-4b82-8eac-08ed3dc7b027,"32, Rao Street, Kharagpur-446806",-48.136566,35.487981,2097.0,flat,4.4,moist well-drained,11.9,6,False
5501015a-99be-4896-b2b7-1b0dceb2cd80,d6c7965b-fed2-492c-ab03-3e0197e1ea6d,"Rodovia Nogueira, 888, Vila Ouro Minas, 67420-939 Rocha / GO",-32.378801,30.52701,694.0,east,,well-drained,11.0,8,False
30c878cb-5556-4573-ad04-72e535f2452b,215292a9-0a73-4470-abd7-56fd2f2ab89e,,-2.512405,24.354107,825.0,west,,rocky alkaline,10.0,10,False
4dc91b00-ec95-485a-989f-f6949cbcc115,6225c229-f0a0-46f8-9202-98b0fbc30178,,50.275146,4.197776,2746.0,west,,moist acidic,10.8,4,False
84f5dbdf-06e9-46b0-a013-320bfb3c8045,2c5fd00d-16c1-414d-812f-74d7c94c1245,"Acceso Ramón Ariza 2, Murcia, 24341",-33.308667,152.01073,2031.0,west,8.5,moist to wet,9.7,9,False
58619e09-ea30-4b73-9491-bbec9d11ffc6,ce61c94a-ce0d-4899-8ce5-abae586f684c,"Alameda de Camila Villalba 66 Puerta 1 , Cáceres, 31223",24.882188,-56.131201,1921.0,west,28.4,well-drained,8.5,8,False
f5dc0717-69f7-4911-b37b-ec0204b7de81,ce61c94a-ce0d-4899-8ce5-abae586f684c,"Glorieta Ruperto Olivares 8 Apt. 15 , Castellón, 03355",24.566315,-55.443214,270.0,north,,sandy loam,6.6,10,False
4a4662fe-1647-40c8-bee7-5e3faf582b86,143194fd-5cc7-4f5c-9e8e-3fffe078b7be,"Apt. 262 393 Cathy Beach, Port Kathleen, SA, 2638",16.619413,-121.851499,1699.0,flat,,deep well-drained,4.2,11,False
c73690c7-66f8-40c9-9c6b-b164632f15c3,e9df557b-3de7-4dd1-8d61-d355818ed803,,-3.801432,-137.067687,1032.0,flat,3.9,deep well-drained,9.2,10,True
